model,idiom,language,cluster
mSBERT,Knock some sense into someone,English,8
mSBERT,Learn a hard lesson,English,8
mSBERT,dabbling in,English,10
mSBERT,having a smattering of knowledge,English,8
mSBERT,Throw shade,English,15
mSBERT,Cut someone down,English,11
mSBERT,Verbal jab,English,7
mSBERT,Put words in one's face,English,7
mSBERT,little brat,English,18
mSBERT,cheeky imp,English,22
mSBERT,go belly up,English,5
mSBERT,go under,English,31
mSBERT,hit the rocks,English,46
mSBERT,Oil and water,English,39
mSBERT,beside oneself with joy,English,16
mSBERT,Cream of the crop,English,41
mSBERT,Pick of the litter,English,31
mSBERT,crunchy,English,10
mSBERT,brittle as a twig,English,29
mSBERT,To blow one's own trumpet,English,7
mSBERT,To beat the drum,English,46
mSBERT,go out with a bang,English,46
mSBERT,die with one's boots on,English,38
mSBERT,vixen,English,6
mSBERT,beating one's chest,English,46
mSBERT,double the effort,English,30
mSBERT,twice as much,English,43
mSBERT,pat on the back,English,32
mSBERT,rub someone's back,English,32
mSBERT,small-time operator,English,6
mSBERT,Too close for comfort,English,23
mSBERT,No mean feat,English,26
mSBERT,witch,English,1
mSBERT,evil eye caster,English,17
mSBERT,Witch hunt,English,18
mSBERT,Putting the fox in charge of the henhouse,English,35
mSBERT,to shout out,English,46
mSBERT,to raise one's voice,English,7
mSBERT,to yell,English,46
mSBERT,Bawl one's head off,English,35
mSBERT,Wail at the top of one's lungs,English,23
mSBERT,The thrill of passion,English,16
mSBERT,Erotic essence,English,24
mSBERT,infamous figure,English,1
mSBERT,Calling out,English,7
mSBERT,Yelling for someone,English,3
mSBERT,daredevil,English,10
mSBERT,official word,English,27
mSBERT,call of duty,English,27
mSBERT,Gilded lily,English,29
mSBERT,Postcard pretty,English,4
mSBERT,Pin-up girl,English,1
mSBERT,Belle of the ball,English,24
mSBERT,tall for one's age,English,1
mSBERT,You've grown out of diapers,English,36
mSBERT,No longer a baby,English,26
mSBERT,To round up,English,6
mSBERT,To muster together,English,44
mSBERT,Spoiled child,English,3
mSBERT,Pampered darling,English,16
mSBERT,right-hand person,English,1
mSBERT,lost in the shuffle,English,31
mSBERT,passed from pillar to post,English,6
mSBERT,meat and potatoes,English,41
mSBERT,second nature,English,8
mSBERT,right up one's alley,English,45
mSBERT,a vision of beauty,English,24
mSBERT,beauty personified,English,24
mSBERT,Wide-eyed with wonder,English,17
mSBERT,As ugly as sin,English,34
mSBERT,No beauty to speak of,English,26
mSBERT,Spread one's wings,English,35
mSBERT,Fledge,English,10
mSBERT,Leave the nest,English,35
mSBERT,a bird with a broken wing (metaphor for vulnerability and isolation),English,35
mSBERT,without a friend in the world,English,19
mSBERT,Walking on air,English,38
mSBERT,Spending more than one earns,English,43
mSBERT,Without looking right or left,English,19
mSBERT,Full speed ahead,English,45
mSBERT,Headlong rush,English,45
mSBERT,Chaos,English,31
mSBERT,To lodge a complaint,English,27
mSBERT,To file a police report,English,27
mSBERT,To press charges,English,27
mSBERT,Keeping a diary,English,47
mSBERT,Journaling,English,6
mSBERT,wise old soul,English,8
mSBERT,embellishing the story,English,48
mSBERT,adding unnecessary details,English,6
mSBERT,plain and simple,English,6
mSBERT,a country mile,English,45
mSBERT,a marathon's distance,English,45
mSBERT,spoilsport,English,10
mSBERT,curry favor,English,41
mSBERT,carbon copy,English,6
mSBERT,dead ringer,English,11
mSBERT,spitting image,English,10
mSBERT,outright lie,English,48
mSBERT,Brown sahib,English,1
mSBERT,Ape the gentry,English,18
mSBERT,Flip-flop,English,10
mSBERT,Do a 180,English,46
mSBERT,Backpedal,English,45
mSBERT,standing tall,English,1
mSBERT,on one's toes,English,38
mSBERT,de jure,English,49
mSBERT,by law,English,27
mSBERT,legally binding,English,27
mSBERT,dinner party,English,41
mSBERT,banquet,English,41
mSBERT,Breeding ground,English,29
mSBERT,Hotbed,English,37
mSBERT,de facto,English,49
mSBERT,in practice,English,8
mSBERT,effectively,English,6
mSBERT,like grains of sand,English,41
mSBERT,neither fish nor fowl,English,26
mSBERT,dismissed out of hand,English,36
mSBERT,Fired,English,37
mSBERT,Let go,English,36
mSBERT,Gloat over someone's misfortune,English,14
mSBERT,Rejoice in another's downfall,English,16
mSBERT,Lay low,English,36
mSBERT,Disappear off the radar,English,19
mSBERT,Buried in,English,31
mSBERT,Deep in,English,31
mSBERT,Lost in,English,19
mSBERT,Drowning in debt,English,43
mSBERT,Up to one's neck in trouble,English,0
mSBERT,to sink someone's ship,English,39
mSBERT,to bring to ruin,English,14
mSBERT,Going down the drain,English,39
mSBERT,Sinking ship,English,39
mSBERT,Lost in the moment,English,40
mSBERT,Head over heels in devotion,English,34
mSBERT,lost in thought,English,19
mSBERT,buried in a book,English,24
mSBERT,deep in concentration,English,8
mSBERT,rocking horse shit,English,46
mSBERT,cut into chunks,English,31
mSBERT,dice into small cubes,English,6
mSBERT,stunted growth,English,29
mSBERT,rogue,English,10
mSBERT,wench,English,10
mSBERT,asking for trouble,English,3
mSBERT,inviting disaster,English,14
mSBERT,A little crazy,English,48
mSBERT,One brick short of a load,English,4
mSBERT,A household name for infamy,English,48
mSBERT,Speak of the devil (in a bad context),English,34
mSBERT,devil-may-care,English,34
mSBERT,reckless adventurer,English,45
mSBERT,hit or miss,English,46
mSBERT,Sink into oblivion,English,11
mSBERT,Meet one's downfall,English,14
mSBERT,The sun sets,English,15
mSBERT,under water,English,39
mSBERT,flooded out,English,39
mSBERT,Sunk without a trace,English,19
mSBERT,wrapped up in,English,4
mSBERT,bound by love,English,21
mSBERT,head over heels,English,38
mSBERT,Middle-aged,English,40
mSBERT,In one's forties or fifties,English,40
mSBERT,With fanfare,English,16
mSBERT,With bells on,English,7
mSBERT,wide-eyed,English,17
mSBERT,gawking,English,17
mSBERT,staring in disbelief,English,17
mSBERT,damage control,English,31
mSBERT,put out fires,English,37
mSBERT,cover one's tracks,English,45
mSBERT,Have a drink,English,5
mSBERT,Go for a drink,English,16
mSBERT,affected behavior,English,3
mSBERT,monkeying around,English,18
mSBERT,glug glug,English,22
mSBERT,Bum around,English,38
mSBERT,Kill time by loitering,English,40
mSBERT,baggy,English,4
mSBERT,loose-fitting,English,4
mSBERT,Graceful,English,16
mSBERT,Easy on the eyes,English,17
mSBERT,Baker's dozen,English,41
mSBERT,hell-raiser,English,34
mSBERT,Clown around,English,1
mSBERT,Make a spectacle of oneself,English,1
mSBERT,out of proportion,English,19
mSBERT,larger than life,English,24
mSBERT,to be cornered,English,44
mSBERT,To sing one's own praises,English,16
mSBERT,Covering tracks with noise,English,6
mSBERT,To fall into obscurity,English,19
mSBERT,To be buried in the past,English,11
mSBERT,Puffed up like a balloon,English,4
mSBERT,Go down in flames,English,37
mSBERT,Total wipeout,English,31
mSBERT,Beat the drum,English,46
mSBERT,The curtain rises,English,15
mSBERT,Let the games begin,English,46
mSBERT,Like a flea on an elephant,English,18
mSBERT,Have a bottomless pit for a stomach,English,5
mSBERT,a square peg in a round hole,English,10
mSBERT,To be a shield,English,44
mSBERT,To stand as a bulwark,English,45
mSBERT,To be a shield in adversity,English,44
mSBERT,overdo it,English,46
mSBERT,too much of a good thing,English,14
mSBERT,To knock some sense into someone,English,8
mSBERT,To straighten someone out,English,36
mSBERT,cunning trickery,English,48
mSBERT,To be dragged through the mud,English,39
mSBERT,To become a laughingstock,English,48
mSBERT,To face public ridicule,English,48
mSBERT,bone idle,English,19
mSBERT,as lazy as a sloth,English,18
mSBERT,Lackadaisical attitude,English,8
mSBERT,half-dead,English,11
mSBERT,listless,English,19
mSBERT,Give someone enough rope to hang themselves,English,4
mSBERT,Loosen the reins and then pull tight,English,4
mSBERT,within a stone's throw,English,46
mSBERT,To let up,English,36
mSBERT,To go easy,English,36
mSBERT,sloppy,English,10
mSBERT,"An eye for an eye, but escalated",English,17
mSBERT,incomplete,English,19
mSBERT,Butt heads,English,38
mSBERT,Headbutt,English,46
mSBERT,Drop in,English,36
mSBERT,Pop by,English,10
mSBERT,Swing by,English,46
mSBERT,go door to door,English,45
mSBERT,knock on every door,English,46
mSBERT,sleepy-eyed,English,17
mSBERT,nodding off,English,36
mSBERT,starry-eyed,English,17
mSBERT,under the spell,English,27
mSBERT,butting in,English,10
mSBERT,meddling,English,27
mSBERT,poking one's nose in,English,0
mSBERT,scatterbrain,English,10
mSBERT,straight as a ramrod,English,45
mSBERT,ills of body and mind,English,23
mSBERT,draw the short straw,English,13
mSBERT,No way to make ends meet,English,43
mSBERT,Between the devil and the deep blue sea (for dire straits),English,39
mSBERT,You can't run from your fate,English,14
mSBERT,A leopard cannot change its spots,English,18
mSBERT,Old habits die hard,English,47
mSBERT,petty bickering,English,3
mSBERT,empty squabbling,English,19
mSBERT,turn from a lamb to a lion,English,18
mSBERT,from pushover to predator,English,44
mSBERT,Playing both sides,English,44
mSBERT,heart in one's mouth,English,21
mSBERT,pounding heart,English,23
mSBERT,incomplete thought,English,19
mSBERT,Fit to burst with rage,English,3
mSBERT,Blood boils,English,23
mSBERT,Pandemonium ensues,English,24
mSBERT,Sound the trumpet,English,24
mSBERT,To make waves,English,39
mSBERT,To touch a chord,English,32
mSBERT,soaked to the skin,English,39
mSBERT,wet through and through,English,39
mSBERT,Acting like a child,English,1
mSBERT,harlot,English,10
mSBERT,X marks the spot,English,6
mSBERT,Put one's John Henry,English,1
mSBERT,Shot in the dark,English,15
mSBERT,Guesswork,English,6
mSBERT,slapdash work,English,30
mSBERT,Begin anew,English,6
mSBERT,to beat around the bush,English,48
mSBERT,hunt around,English,45
mSBERT,lame duck,English,35
mSBERT,fiery stare,English,37
mSBERT,stranger,English,1
mSBERT,swollen to bursting,English,23
mSBERT,sea of sorrow,English,21
mSBERT,ocean of grief,English,21
mSBERT,Let the festivities commence,English,16
mSBERT,The ball starts rolling,English,46
mSBERT,Get out while the going is good,English,36
mSBERT,to caper about,English,8
mSBERT,to prance,English,20
mSBERT,Like a beanpole,English,29
mSBERT,Tall and gangly,English,1
mSBERT,soaking wet,English,39
mSBERT,drenched to the skin,English,39
mSBERT,puffed up,English,0
mSBERT,Sign with an X (for illiterates),English,6
mSBERT,Make one's mark (crudely),English,3
mSBERT,Sign with an X,English,6
mSBERT,His mark,English,1
mSBERT,to bicker,English,22
mSBERT,to have a row,English,6
mSBERT,Double-entry bookkeeping,English,6
mSBERT,on the qui vive,English,24
mSBERT,the throne,English,24
mSBERT,Pummel into submission,English,27
mSBERT,Teaching the ABCs,English,8
mSBERT,Holding someone's hand in learning,English,32
mSBERT,the seat of power,English,27
mSBERT,the throne of glory,English,24
mSBERT,Extravagant spending,English,43
mSBERT,in a hurry,English,40
mSBERT,flail about helplessly,English,19
mSBERT,kick and scream to no avail,English,46
mSBERT,Showing partiality,English,6
mSBERT,at that time,English,40
mSBERT,background check,English,6
mSBERT,send feelers,English,21
mSBERT,at random,English,19
mSBERT,put out feelers,English,10
mSBERT,test the waters,English,39
mSBERT,in the care of,English,27
mSBERT,guardianship,English,27
mSBERT,work the system,English,30
mSBERT,same old,English,40
mSBERT,as it was,English,40
mSBERT,hot as hell,English,37
mSBERT,inseparable partner,English,28
mSBERT,Holding the purse strings,English,4
mSBERT,Being in charge of the coffers,English,27
mSBERT,A light in the dark,English,15
mSBERT,Split one's sides with laughter,English,16
mSBERT,to appoint to a position,English,27
mSBERT,to hire for a role,English,30
mSBERT,can't wait a minute,English,40
mSBERT,itching to go,English,23
mSBERT,rushing like a torrent,English,46
mSBERT,greens and veggies,English,29
mSBERT,pot herbs,English,29
mSBERT,thunderous scolding,English,3
mSBERT,mushy,English,41
mSBERT,squishy,English,10
mSBERT,overripe and gooey,English,10
mSBERT,The depths of hell,English,34
mSBERT,Nether regions,English,6
mSBERT,From cradle to grave,English,11
mSBERT,Life's journey,English,45
mSBERT,delve into,English,6
mSBERT,luggage and baggage,English,4
mSBERT,worldly possessions,English,24
mSBERT,pack up one's belongings,English,4
mSBERT,Fold one's tent,English,4
mSBERT,neck of the woods,English,29
mSBERT,parts,English,6
mSBERT,on the lookout for,English,45
mSBERT,in search of,English,45
mSBERT,Please have a seat,English,4
mSBERT,Be seated,English,4
mSBERT,Weathervane,English,15
mSBERT,every inch,English,6
mSBERT,Both sides lost,English,44
mSBERT,Everything went to hell,English,31
mSBERT,Pyrrhic victory where no one wins,English,44
mSBERT,Um and ah,English,49
mSBERT,Torn between two worlds,English,24
mSBERT,Inner turmoil of desire and renunciation,English,21
mSBERT,Take aim,English,46
mSBERT,Draw a bead on,English,10
mSBERT,To be transfixed,English,8
mSBERT,To stare in disbelief,English,17
mSBERT,On the lookout,English,45
mSBERT,Keeping one's eyes peeled,English,17
mSBERT,haste makes waste,English,14
mSBERT,dance of destruction,English,31
mSBERT,rampage of ruin,English,31
mSBERT,Can't take the heat,English,23
mSBERT,Band-Aid solution,English,4
mSBERT,bullshit,English,48
mSBERT,high-profile,English,1
mSBERT,Broke merchant,English,43
mSBERT,Shopkeeper with empty pockets,English,4
mSBERT,Indeed,English,49
mSBERT,That's right,English,49
mSBERT,I doubt it,English,26
mSBERT,Maybe not,English,49
mSBERT,Perchance,English,10
mSBERT,Swear on one's life,English,27
mSBERT,Time's up,English,13
mSBERT,The deadline has passed,English,13
mSBERT,Too late to claim,English,40
mSBERT,The poison of wealth,English,43
mSBERT,Has a screw loose,English,10
mSBERT,A few fries short of a happy meal,English,41
mSBERT,falsetto,English,7
mSBERT,Savor every bite,English,5
mSBERT,Take one's time to enjoy,English,40
mSBERT,looking for an opening,English,6
mSBERT,plotting to escape,English,6
mSBERT,Out of sync,English,19
mSBERT,Out of step,English,36
mSBERT,Fall out of rhythm,English,23
mSBERT,Without a clue,English,19
mSBERT,The last hurdle,English,13
mSBERT,The final stretch,English,13
mSBERT,Make a mess of,English,31
mSBERT,Tangle things up,English,10
mSBERT,Create chaos,English,31
mSBERT,in a stew,English,41
mSBERT,all knotted up with worry,English,23
mSBERT,Have you lost your mind?,English,19
mSBERT,Throw down the gauntlet,English,46
mSBERT,Call someone out,English,7
mSBERT,beat one's chest,English,46
mSBERT,for one's own sake,English,8
mSBERT,self-serving,English,27
mSBERT,to haggle,English,10
mSBERT,to beat down the price,English,43
mSBERT,To applaud,English,16
mSBERT,To cheer on,English,16
mSBERT,To fawn over,English,36
mSBERT,To get one's comeuppance,English,27
mSBERT,To pay the price,English,43
mSBERT,a dead loss,English,11
mSBERT,Fleeting shadow,English,15
mSBERT,lanky and weak,English,10
mSBERT,cop out,English,27
mSBERT,In sync,English,6
mSBERT,In tune,English,7
mSBERT,March to the same beat,English,45
mSBERT,Keep in step,English,47
mSBERT,Stay in tune,English,47
mSBERT,Keep pace with,English,47
mSBERT,Keeping one's head above water,English,39
mSBERT,Juggling responsibilities,English,30
mSBERT,to go along with wrongdoing,English,27
mSBERT,in a muddle,English,39
mSBERT,lucky dog,English,18
mSBERT,on thin ice,English,10
mSBERT,That's settled,English,13
mSBERT,"Agreed, let's leave it at that",English,49
mSBERT,turn bitter,English,3
mSBERT,restless as a cat,English,18
mSBERT,hopping around like a flea,English,18
mSBERT,bouncing off the walls,English,46
mSBERT,Fed up,English,36
mSBERT,Sick and tired,English,23
mSBERT,Thoroughly disgusted,English,3
mSBERT,self-catering position,English,4
mSBERT,no board included,English,19
mSBERT,The three stages of life,English,40
mSBERT,kinfolk,English,10
mSBERT,break into pieces,English,31
mSBERT,cut ties completely,English,36
mSBERT,irrevocable divorce,English,28
mSBERT,ancient,English,24
mSBERT,in no time,English,40
mSBERT,at the speed of light,English,15
mSBERT,aid and abet the enemy,English,44
mSBERT,give the enemy an inch and he'll take a mile,English,44
mSBERT,no doubt about it,English,49
mSBERT,"morning, noon, and night",English,15
mSBERT,Twilight hours,English,15
mSBERT,Dusk,English,15
mSBERT,pay last respects,English,13
mSBERT,There's always a bigger fish,English,39
mSBERT,Even Homer sometimes nods,English,16
mSBERT,hurdle,English,45
mSBERT,obstacle in one's path,English,45
mSBERT,quick to anger,English,3
mSBERT,passing of a great soul,English,11
mSBERT,departure of a noble figure,English,24
mSBERT,not an iota,English,26
mSBERT,not a jot,English,26
mSBERT,a mere speck,English,10
mSBERT,A penny saved is a penny earned,English,43
mSBERT,Little by little makes the mighty,English,24
mSBERT,step by step,English,6
mSBERT,No room to swing a cat,English,26
mSBERT,In times of trouble,English,14
mSBERT,When the chips are down,English,31
mSBERT,beauty spot,English,45
mSBERT,anoint the forehead,English,0
mSBERT,On a shoestring budget,English,43
mSBERT,Blow something out of proportion,English,48
mSBERT,Bid farewell,English,13
mSBERT,Final adieu,English,13
mSBERT,a bad apple,English,14
mSBERT,a dyed-in-the-wool villain,English,1
mSBERT,a real scoundrel,English,48
mSBERT,Many a mickle makes a muckle,English,10
mSBERT,Beauty in the details,English,24
mSBERT,A masterpiece pieced together bit by bit,English,24
mSBERT,tooting one's own horn,English,10
mSBERT,for a split second,English,40
mSBERT,A real stunner,English,46
mSBERT,A knockout beauty,English,1
mSBERT,A Venus incarnate,English,24
mSBERT,Waiting with bated breath,English,47
mSBERT,sponger,English,39
mSBERT,leech,English,10
mSBERT,a greedy scavenger,English,43
mSBERT,talking down to someone,English,7
mSBERT,being condescending,English,3
mSBERT,To look down one's nose at,English,17
mSBERT,To disdain,English,3
mSBERT,hare-brained scheme,English,8
mSBERT,foolish endeavor,English,48
mSBERT,lofty,English,24
mSBERT,high up,English,46
mSBERT,Lady Luck is smiling on you,English,16
mSBERT,To turn up one's nose at,English,0
mSBERT,To scorn,English,3
mSBERT,Wave away,English,36
mSBERT,Dismiss lightly,English,36
mSBERT,Jump for joy,English,46
mSBERT,Leap to one's feet,English,38
mSBERT,Bounce with excitement,English,46
mSBERT,Give a dressing-down,English,4
mSBERT,give someone a tongue-lashing,English,0
mSBERT,Stir up a storm,English,15
mSBERT,Raise a tempest,English,15
mSBERT,blabber on,English,7
mSBERT,swollen head,English,23
mSBERT,Lost in rapture,English,34
mSBERT,high as a kite,English,15
mSBERT,blissed out,English,16
mSBERT,Trump card,English,6
mSBERT,cutting a rug,English,4
mSBERT,boogieing down,English,46
mSBERT,dance to someone's tune,English,46
mSBERT,Raise a storm,English,15
mSBERT,Uproar and pandemonium,English,44
mSBERT,soft as a baby's bottom,English,4
mSBERT,downy soft,English,10
mSBERT,Hypocrite,English,48
mSBERT,King of one's own castle,English,24
mSBERT,of equal worth,English,43
mSBERT,on the same level,English,49
mSBERT,peers,English,8
mSBERT,smoldering resentment,English,3
mSBERT,lingering agony,English,23
mSBERT,burning grief,English,11
mSBERT,brush aside,English,36
mSBERT,look down upon,English,17
mSBERT,treat like dirt,English,31
mSBERT,wide open spaces,English,45
mSBERT,little rascal,English,18
mSBERT,rascal,English,10
mSBERT,scamp,English,10
mSBERT,Show swagger,English,46
mSBERT,usury,English,6
mSBERT,moneylending,English,43
mSBERT,Of its own accord,English,8
mSBERT,By itself,English,19
mSBERT,Spontaneously,English,19
mSBERT,Stooped with age,English,40
mSBERT,Bent double with years,English,6
mSBERT,causing a ruckus,English,3
mSBERT,come charging at,English,43
mSBERT,bear down on,English,46
mSBERT,with might and main,English,8
mSBERT,hammer and tongs,English,10
mSBERT,hot on one's heels,English,38
mSBERT,give someone a piece of one's mind while chasing,English,8
mSBERT,hot and bothered,English,37
mSBERT,sunbaked,English,41
mSBERT,short-fused,English,10
mSBERT,Back and forth bickering,English,3
mSBERT,trading barbs,English,43
mSBERT,trial by fire,English,37
mSBERT,baptism of fire,English,37
mSBERT,marry within one's own,English,28
mSBERT,carefree attitude,English,16
mSBERT,living day by day,English,30
mSBERT,Friday the 13th,English,40
mSBERT,greasy sheen,English,10
mSBERT,oily gloss,English,41
mSBERT,Bite off more than one can chew,English,5
mSBERT,Reach for the stars but fall short,English,15
mSBERT,To lay it on thick,English,4
mSBERT,To blow one's top,English,46
mSBERT,To fly off the handle,English,46
mSBERT,To hit the roof,English,46
mSBERT,Taking the bull by the horns,English,18
mSBERT,Volunteering for the task,English,30
mSBERT,sun-kissed,English,15
mSBERT,weather-beaten,English,15
mSBERT,tanned like leather,English,4
mSBERT,Sugarcoat the truth,English,48
mSBERT,without a leg to stand on,English,38
mSBERT,pushover,English,36
mSBERT,doormat,English,4
mSBERT,Buy influence,English,43
mSBERT,Toadying,English,10
mSBERT,"Which came first, the chicken or the egg?",English,35
mSBERT,gear up,English,6
mSBERT,Parrot (repeating words without comprehension),English,35
mSBERT,Parrot fashion,English,35
mSBERT,By rote,English,10
mSBERT,To ape blindly,English,18
mSBERT,open fire,English,37
mSBERT,go on the offensive,English,44
mSBERT,pay attention to,English,47
mSBERT,take notice of,English,8
mSBERT,fawn over,English,10
mSBERT,toady to,English,10
mSBERT,Turn the world upside down,English,14
mSBERT,on record,English,27
mSBERT,noted down,English,6
mSBERT,To each his own,English,8
mSBERT,Mother knows best,English,28
mSBERT,Home cooking is the best,English,41
mSBERT,extortion money,English,43
mSBERT,protection racket,English,46
mSBERT,Disgusted,English,3
mSBERT,disowned son,English,28
mSBERT,savior in distress,English,34
mSBERT,God help me,English,34
mSBERT,Lord have mercy,English,34
mSBERT,Heaven save us,English,34
mSBERT,Crying for help,English,23
mSBERT,Screaming bloody murder,English,11
mSBERT,No direct equivalent; akin to 'extended family on all sides',English,28
mSBERT,Love triangle,English,21
mSBERT,Seven deadly sins,English,34
mSBERT,Mortal sin,English,11
mSBERT,"The three Rs (reading, writing, arithmetic)",English,6
mSBERT,confluence of rivers,English,39
mSBERT,triple junction,English,6
mSBERT,meeting of the waters,English,39
mSBERT,The three worlds (in mythology),English,24
mSBERT,Unholy trinity,English,34
mSBERT,Three musketeers (in a negative sense),English,44
mSBERT,the dead of night,English,15
mSBERT,witching hour,English,40
mSBERT,Toot your own horn,English,10
mSBERT,Blow your own trumpet,English,46
mSBERT,In limbo,English,19
mSBERT,On the fence,English,45
mSBERT,three-pronged approach,English,6
mSBERT,trident of Poseidon (mythological),English,24
mSBERT,slip-ups,English,10
mSBERT,errors and omissions,English,6
mSBERT,Ill-omened timing,English,40
mSBERT,stop dead in one's tracks,English,11
mSBERT,frozen in shock,English,23
mSBERT,dumbstruck,English,48
mSBERT,Petrified with shock,English,23
mSBERT,Can't touch bottom,English,31
mSBERT,to reach one's limit,English,13
mSBERT,to hit a wall,English,46
mSBERT,overflowing with abundance,English,39
mSBERT,Guesstimate,English,49
mSBERT,pooped out,English,36
mSBERT,thud thud,English,46
mSBERT,tramp tramp,English,45
mSBERT,plump as a pillow,English,4
mSBERT,chubby and soft,English,41
mSBERT,plodding along,English,45
mSBERT,deathly silence,English,19
mSBERT,eerie quiet,English,19
mSBERT,shaking like a leaf,English,29
mSBERT,trembling all over,English,23
mSBERT,Word of authority,English,27
mSBERT,Trembling with fear,English,23
mSBERT,jiggling fat,English,5
mSBERT,wobbly flesh,English,23
mSBERT,Fitting a square peg into a round hole,English,6
mSBERT,ballpark figure,English,6
mSBERT,at face value,English,43
mSBERT,bed and board,English,4
mSBERT,being there,English,49
mSBERT,whereabouts,English,45
mSBERT,life or death,English,11
mSBERT,to live or die,English,11
mSBERT,preparing the soil,English,29
mSBERT,Calling in the cops,English,27
mSBERT,Running to the authorities,English,27
mSBERT,To run afoul of the law,English,27
mSBERT,To get in hot water with the authorities,English,39
mSBERT,Regret is in the air,English,14
mSBERT,Have a finger in the pie,English,41
mSBERT,Stick one's oar in,English,46
mSBERT,To get one's claws into,English,46
mSBERT,To sink one's teeth into (possessively),English,0
mSBERT,Put one's oar in,English,4
mSBERT,Stick one's nose in,English,0
mSBERT,Meddle,English,42
mSBERT,Throw a bone to,English,46
mSBERT,Placate with empty gestures,English,19
mSBERT,add insult to injury,English,3
mSBERT,give someone a dressing down,English,4
mSBERT,Swarming with,English,35
mSBERT,Crawling with,English,10
mSBERT,Teeming with,English,10
mSBERT,peter out,English,36
mSBERT,Sit still,English,47
mSBERT,Stay put,English,47
mSBERT,Settle down,English,36
mSBERT,tremble with fear,English,23
mSBERT,doddering,English,10
mSBERT,tottering with age,English,40
mSBERT,shaking like a leaf in old age,English,23
mSBERT,give a thrashing,English,46
mSBERT,beat the daylights out of,English,15
mSBERT,to spit upon,English,3
mSBERT,Making a silk purse out of a sow's ear,English,4
mSBERT,Paralyzed with shock,English,23
mSBERT,off and on,English,40
mSBERT,flop down,English,31
mSBERT,plop down in a heap,English,31
mSBERT,collapse in despair,English,14
mSBERT,pouty expression,English,3
mSBERT,To have a swollen head,English,23
mSBERT,Burst someone's bubble,English,46
mSBERT,whet the appetite,English,5
mSBERT,appetizer,English,41
mSBERT,Making unreasonable demands,English,27
mSBERT,Whining for attention,English,3
mSBERT,break into bits,English,31
mSBERT,I couldn't care less,English,26
mSBERT,Pandemonium ensued,English,24
mSBERT,The world fell apart,English,31
mSBERT,playboy,English,1
mSBERT,King of the jungle,English,24
mSBERT,Man-eater,English,5
mSBERT,mainstay,English,6
mSBERT,treated like garbage,English,31
mSBERT,social deadweight,English,11
mSBERT,Breaking bread,English,41
mSBERT,Having a bite to eat,English,5
mSBERT,No easy feat,English,30
mSBERT,Uphill battle,English,44
mSBERT,guru's fee,English,43
mSBERT,token of appreciation,English,16
mSBERT,Carrying a torch for someone,English,37
mSBERT,Still hung up on an ex,English,36
mSBERT,Down South,English,45
mSBERT,The Deep South,English,24
mSBERT,full force,English,44
mSBERT,raw and inflamed sore,English,23
mSBERT,heartbroken,English,21
mSBERT,soul in torment,English,34
mSBERT,Not worth the paper it's written on,English,48
mSBERT,for ages,English,40
mSBERT,eternally,English,47
mSBERT,heart on fire,English,37
mSBERT,wounded soul,English,21
mSBERT,looks good on paper,English,4
mSBERT,Couldn't hang oneself if one tried,English,11
mSBERT,Down to one's last resort in misfortune,English,14
mSBERT,break free from ties,English,36
mSBERT,off the leash,English,36
mSBERT,Off the rails,English,45
mSBERT,Beyond control,English,27
mSBERT,the Grim Reaper,English,11
mSBERT,jumping to conclusions,English,8
mSBERT,fall at one's feet,English,38
mSBERT,bow down in reverence,English,34
mSBERT,political climate,English,44
mSBERT,atmosphere,English,15
mSBERT,Judge and jury,English,27
mSBERT,Lord high executioner,English,34
mSBERT,moment by moment,English,40
mSBERT,betrothed girl,English,28
mSBERT,promised bride,English,28
mSBERT,selfless martyr,English,34
mSBERT,fall on one's sword,English,46
mSBERT,pillar of strength,English,44
mSBERT,gnashing of teeth,English,0
mSBERT,Grinding one's teeth,English,0
mSBERT,baring one's teeth,English,0
mSBERT,sardonic grin,English,16
mSBERT,Wretched creature,English,18
mSBERT,Jinxed person,English,1
mSBERT,pearly whites,English,24
mSBERT,flashing a dazzling smile,English,16
mSBERT,Get one's teeth into something,English,0
mSBERT,Sink one's teeth into,English,0
mSBERT,flicker like a flame,English,37
mSBERT,twinkle brightly,English,15
mSBERT,burning sensation,English,37
mSBERT,stinging pain,English,23
mSBERT,by degrees,English,6
mSBERT,in stages,English,6
mSBERT,how things stand,English,40
mSBERT,total collapse,English,31
mSBERT,go bust,English,31
mSBERT,the end of the line,English,13
mSBERT,finish someone off,English,13
mSBERT,son of a gun,English,1
mSBERT,The end of the road,English,13
mSBERT,Final curtain call,English,13
mSBERT,Drawing one's last breath,English,13
mSBERT,flickering like a flame,English,37
mSBERT,blazing intermittently,English,37
mSBERT,sudden financial burden,English,43
mSBERT,unexpected outlay,English,43
mSBERT,take a breath,English,0
mSBERT,breathe in,English,23
mSBERT,take a drag,English,38
mSBERT,puff on a cigarette,English,37
mSBERT,wind up,English,13
mSBERT,give a boost,English,16
mSBERT,To pull the wool over someone's eyes,English,17
mSBERT,To string someone along,English,1
mSBERT,runs off at the mouth,English,0
mSBERT,Out in the country,English,45
mSBERT,Parrot (as in parroting words),English,35
mSBERT,Wind-up toy (speaking without thought),English,7
mSBERT,take a breather,English,36
mSBERT,catch one's breath,English,0
mSBERT,take a break,English,36
mSBERT,fit to burst,English,46
